group,metric,value,radar_x,radar_y
hrm,hrm_perf_pay,0.75,-0.4820907072649042,-0.5745333323392338
hrm,hrm_perf_pay,1,-0.6427876096865389,-0.7660444431189783
hrm,hrm_perf_assmnt,0.25,-0.246201938253052,-0.04341204441673267
hrm,hrm_perf_assmnt,0.5,-0.492403876506104,-0.08682408883346535
hrm,hrm_perf_assmnt,0.75,-0.738605814759156,-0.130236133250198
hrm,hrm_perf_assmnt,1,-0.984807753012208,-0.1736481776669307
hrm,hrm_scshr,0.25,-0.2165063509461097,0.12499999999999994
hrm,hrm_scshr,0.5,-0.4330127018922194,0.2499999999999999
hrm,hrm_scshr,0.75,-0.6495190528383291,0.37499999999999983
hrm,hrm_scshr,1,-0.8660254037844388,0.4999999999999998
hrm,hrm_hrdata,0.25,-0.08550503583141733,0.23492315519647705
hrm,hrm_hrdata,0.5,-0.17101007166283466,0.4698463103929541
hrm,hrm_hrdata,0.75,-0.256515107494252,0.7047694655894312
hrm,hrm_hrdata,1,-0.3420201433256693,0.9396926207859082
inc,inc_wmn_cgov,0.25,0.1469463130731183,0.20225424859373684
inc,inc_wmn_cgov,0.5,0.2938926261462366,0.40450849718747367
inc,inc_wmn_cgov,0.75,0.4408389392193549,0.6067627457812105
inc,inc_wmn_cgov,1,0.5877852522924732,0.8090169943749473
inc,inc_wmn_pubsec,0.25,0.23776412907378838,-0.07725424859373685
inc,inc_wmn_pubsec,0.5,0.47552825814757677,-0.1545084971874737
inc,inc_wmn_pubsec,0.75,0.7132923872213651,-0.23176274578121053
inc,inc_wmn_pubsec,1,0.9510565162951535,-0.3090169943749474
inc,inc_wmn_snrmgr,0.25,1.5308084989341915e-17,-0.25
inc,inc_wmn_snrmgr,0.5,3.061616997868383e-17,-0.5
inc,inc_wmn_snrmgr,0.75,4.592425496802574e-17,-0.75
inc,inc_wmn_snrmgr,1,6.123233995736766e-17,-1
inc,inc_wmn_snrgovt,0.25,-0.23776412907378838,-0.07725424859373688
inc,inc_wmn_snrgovt,0.5,-0.47552825814757677,-0.15450849718747375
inc,inc_wmn_snrgovt,0.75,-0.7132923872213651,-0.23176274578121064
inc,inc_wmn_snrgovt,1,-0.9510565162951535,-0.3090169943749475
inc,inc_ethrel,0.25,-0.1469463130731183,0.20225424859373684
inc,inc_ethrel,0.5,-0.2938926261462366,0.40450849718747367
inc,inc_ethrel,0.75,-0.4408389392193549,0.6067627457812105
inc,inc_ethrel,1,-0.5877852522924732,0.8090169943749473
int,int_offcorrupt,0.25,0.04593737945414258,0.24574327492097545
int,int_offcorrupt,0.5,0.09187475890828516,0.4914865498419509
int,int_offcorrupt,0.75,0.13781213836242773,0.7372298247629263
int,int_offcorrupt,1,0.1837495178165703,0.9829730996839018
int,int_busfav,0.25,0.13160804071933896,0.21255428393240353
int,int_busfav,0.5,0.2632160814386779,0.42510856786480705
int,int_busfav,0.75,0.3948241221580169,0.6376628517972106
int,int_busfav,1,0.5264321628773558,0.8502171357296141
int,int_embezzlefund,0.25,0.19950430682005987,0.1506586590948141
int,int_embezzlefund,0.5,0.39900861364011975,0.3013173181896282
int,int_embezzlefund,0.75,0.5985129204601796,0.4519759772844423
int,int_embezzlefund,1,0.7980172272802395,0.6026346363792564
int,int_grantfavours,0.25,0.24045641079320476,0.06841574751802071
int,int_grantfavours,0.5,0.4809128215864095,0.13683149503604142
int,int_grantfavours,0.75,0.7213692323796143,0.20524724255406213
int,int_grantfavours,1,0.961825643172819,0.27366299007208283
int,int_fairtrtmnt,0.25,0.24893354407375862,-0.023067089865825507
int,int_fairtrtmnt,0.5,0.49786708814751723,-0.046134179731651015
int,int_fairtrtmnt,0.75,0.7468006322212759,-0.06920126959747652
int,int_fairtrtmnt,1,0.9957341762950345,-0.09226835946330203
int,int_actimpartial,0.25,0.22379082283876559,-0.11143458894413455
int,int_actimpartial,0.5,0.44758164567753117,-0.2228691778882691
int,int_actimpartial,0.75,0.6713724685162967,-0.33430376683240365
int,int_actimpartial,1,0.8951632913550623,-0.4457383557765382
int,int_followrules,0.25,0.16842391091163933,-0.18475222930516477
int,int_followrules,0.5,0.33684782182327866,-0.36950445861032954
int,int_followrules,0.75,0.505271732734918,-0.5542566879154943
int,int_followrules,1,0.6736956436465573,-0.7390089172206591
int,int_corruptn_prvnt,0.25,0.09031041654678822,-0.23311805735108895
int,int_corruptn_prvnt,0.5,0.18062083309357643,-0.4662361147021779
int,int_corruptn_prvnt,0.75,0.27093124964036464,-0.6993541720532669
int,int_corruptn_prvnt,1,0.36124166618715287,-0.9324722294043558
int,int_helpcitzens,0.25,1.5308084989341915e-17,-0.25
int,int_helpcitzens,0.5,3.061616997868383e-17,-0.5
int,int_helpcitzens,0.75,4.592425496802574e-17,-0.75
int,int_helpcitzens,1,6.123233995736766e-17,-1
int,int_srvministers,0.25,-0.09031041654678829,-0.23311805735108893
int,int_srvministers,0.5,-0.18062083309357657,-0.46623611470217785
int,int_srvministers,0.75,-0.27093124964036486,-0.6993541720532668
int,int_srvministers,1,-0.36124166618715314,-0.9324722294043557
int,int_srvgovt,0.25,-0.1684239109116393,-0.18475222930516477
int,int_srvgovt,0.5,-0.3368478218232786,-0.36950445861032954
int,int_srvgovt,0.75,-0.5052717327349179,-0.5542566879154943
int,int_srvgovt,1,-0.6736956436465572,-0.7390089172206591
int,int_offsabsent,0.25,-0.22379082283876556,-0.11143458894413459
int,int_offsabsent,0.5,-0.4475816456775311,-0.22286917788826918
int,int_offsabsent,0.75,-0.6713724685162967,-0.33430376683240376
int,int_offsabsent,1,-0.8951632913550622,-0.44573835577653836
int,int_striveffcnt,0.25,-0.24893354407375862,-0.023067089865825573
int,int_striveffcnt,0.5,-0.49786708814751723,-0.04613417973165115
int,int_striveffcnt,0.75,-0.7468006322212759,-0.06920126959747672
int,int_striveffcnt,1,-0.9957341762950345,-0.0922683594633023
int,int_postemp,0.25,-0.2404564107932048,0.06841574751802061
int,int_postemp,0.5,-0.4809128215864096,0.13683149503604122
int,int_postemp,0.75,-0.7213692323796144,0.20524724255406185
int,int_postemp,1,-0.9618256431728192,0.27366299007208245
int,int_lobbying,0.25,-0.19950430682005998,0.15065865909481396
int,int_lobbying,0.5,-0.39900861364011997,0.3013173181896279
int,int_lobbying,0.75,-0.59851292046018,0.4519759772844419
int,int_lobbying,1,-0.7980172272802399,0.6026346363792559
int,int_whstlcover,0.25,-0.13160804071933885,0.2125542839324036
int,int_whstlcover,0.5,-0.2632160814386777,0.4251085678648072
int,int_whstlcover,0.75,-0.39482412215801654,0.6376628517972108
int,int_whstlcover,1,-0.5264321628773554,0.8502171357296144
int,int_whstlprtct,0.25,-0.0459373794541425,0.24574327492097547
int,int_whstlprtct,0.5,-0.091874758908285,0.49148654984195095
int,int_whstlprtct,0.75,-0.1378121383624275,0.7372298247629264
int,int_whstlprtct,1,-0.18374951781657,0.9829730996839019
opn,opn_cvcprticp,0.25,0.07725424859373686,0.23776412907378838
opn,opn_cvcprticp,0.5,0.15450849718747373,0.47552825814757677
opn,opn_cvcprticp,0.75,0.2317627457812106,0.7132923872213651
opn,opn_cvcprticp,1,0.30901699437494745,0.9510565162951535
opn,opn_eparticp,0.25,0.20225424859373686,0.14694631307311828
opn,opn_eparticp,0.5,0.4045084971874737,0.29389262614623657
opn,opn_eparticp,0.75,0.6067627457812106,0.44083893921935485
opn,opn_eparticp,1,0.8090169943749475,0.5877852522924731
opn,opn_negpubsprt,0.25,0.25,-0
opn,opn_negpubsprt,0.5,0.5,-0
opn,opn_negpubsprt,0.75,0.75,-0
opn,opn_negpubsprt,1,1,-0
opn,opn_complaints,0.25,0.20225424859373686,-0.14694631307311828
opn,opn_complaints,0.5,0.4045084971874737,-0.29389262614623657
opn,opn_complaints,0.75,0.6067627457812106,-0.44083893921935485
opn,opn_complaints,1,0.8090169943749475,-0.5877852522924731
opn,opn_impact,0.25,0.07725424859373686,-0.23776412907378838
opn,opn_impact,0.5,0.15450849718747373,-0.47552825814757677
opn,opn_impact,0.75,0.2317627457812106,-0.7132923872213651
opn,opn_impact,1,0.30901699437494745,-0.9510565162951535
opn,opn_opendata,0.25,-0.07725424859373684,-0.2377641290737884
opn,opn_opendata,0.5,-0.15450849718747367,-0.4755282581475768
opn,opn_opendata,0.75,-0.2317627457812105,-0.7132923872213652
opn,opn_opendata,1,-0.30901699437494734,-0.9510565162951536
opn,opn_govdata,0.25,-0.20225424859373684,-0.1469463130731183
opn,opn_govdata,0.5,-0.40450849718747367,-0.2938926261462366
opn,opn_govdata,0.75,-0.6067627457812105,-0.4408389392193549
opn,opn_govdata,1,-0.8090169943749473,-0.5877852522924732
opn,opn_right2info,0.25,-0.25,-3.061616997868383e-17
opn,opn_right2info,0.5,-0.5,-6.123233995736766e-17
opn,opn_right2info,0.75,-0.75,-9.184850993605148e-17
opn,opn_right2info,1,-1,-1.2246467991473532e-16
opn,opn_accessinfo,0.25,-0.20225424859373686,0.14694631307311826
opn,opn_accessinfo,0.5,-0.4045084971874737,0.2938926261462365
opn,opn_accessinfo,0.75,-0.6067627457812106,0.4408389392193548
opn,opn_accessinfo,1,-0.8090169943749475,0.587785252292473
opn,opn_publiclaw,0.25,-0.07725424859373689,0.23776412907378838
opn,opn_publiclaw,0.5,-0.15450849718747378,0.47552825814757677
opn,opn_publiclaw,0.75,-0.23176274578121067,0.7132923872213651
opn,opn_publiclaw,1,-0.30901699437494756,0.9510565162951535
pol,pol_scholadvc,0.25,0.09567085809127246,0.23096988312782168
pol,pol_scholadvc,0.5,0.19134171618254492,0.46193976625564337
pol,pol_scholadvc,0.75,0.2870125742738174,0.692909649383465
pol,pol_scholadvc,1,0.38268343236508984,0.9238795325112867
pol,pol_goexpert,0.25,0.23096988312782168,0.09567085809127245
pol,pol_goexpert,0.5,0.46193976625564337,0.1913417161825449
pol,pol_goexpert,0.75,0.692909649383465,0.2870125742738173
pol,pol_goexpert,1,0.9238795325112867,0.3826834323650898
pol,pol_stratplan,0.25,0.23096988312782168,-0.09567085809127245
pol,pol_stratplan,0.5,0.46193976625564337,-0.1913417161825449
pol,pol_stratplan,0.75,0.692909649383465,-0.2870125742738173
pol,pol_stratplan,1,0.9238795325112867,-0.3826834323650898
pol,pol_mincoord,0.25,0.09567085809127246,-0.23096988312782168
pol,pol_mincoord,0.5,0.19134171618254492,-0.46193976625564337
pol,pol_mincoord,0.75,0.2870125742738174,-0.692909649383465
pol,pol_mincoord,1,0.38268343236508984,-0.9238795325112867
pol,pol_linemins,0.25,-0.09567085809127243,-0.23096988312782168
pol,pol_linemins,0.5,-0.19134171618254486,-0.46193976625564337
pol,pol_linemins,0.75,-0.2870125742738173,-0.692909649383465
pol,pol_linemins,1,-0.3826834323650897,-0.9238795325112867
pol,pol_monmins,0.25,-0.23096988312782168,-0.09567085809127246
pol,pol_monmins,0.5,-0.46193976625564337,-0.19134171618254492
pol,pol_monmins,0.75,-0.692909649383465,-0.2870125742738174
pol,pol_monmins,1,-0.9238795325112867,-0.38268343236508984
pol,pol_monagncs,0.25,-0.23096988312782168,0.09567085809127242
pol,pol_monagncs,0.5,-0.46193976625564337,0.19134171618254484
pol,pol_monagncs,0.75,-0.692909649383465,0.28701257427381727
pol,pol_monagncs,1,-0.9238795325112867,0.38268343236508967
pol,pol_natstds,0.25,-0.09567085809127258,0.23096988312782163
pol,pol_natstds,0.5,-0.19134171618254517,0.46193976625564326
pol,pol_natstds,0.75,-0.28701257427381777,0.6929096493834649
pol,pol_natstds,1,-0.38268343236509034,0.9238795325112865
pro,pro_eproc_funcs,0.25,0.12499999999999999,0.21650635094610968
pro,pro_eproc_funcs,0.5,0.24999999999999997,0.43301270189221935
pro,pro_eproc_funcs,0.75,0.37499999999999994,0.649519052838329
pro,pro_eproc_funcs,1,0.49999999999999994,0.8660254037844387
pro,pro_cpb_roles,0.25,0.25,2.7755575615628914e-17
pro,pro_cpb_roles,0.5,0.5,5.551115123125783e-17
pro,pro_cpb_roles,0.75,0.75,8.326672684688674e-17
pro,pro_cpb_roles,1,1,1.1102230246251565e-16
pro,pro_sme_support,0.25,0.12499999999999999,-0.21650635094610968
pro,pro_sme_support,0.5,0.24999999999999997,-0.43301270189221935
pro,pro_sme_support,0.75,0.37499999999999994,-0.649519052838329
pro,pro_sme_support,1,0.49999999999999994,-0.8660254037844387
pro,pro_admin_efctvns,0.25,-0.12499999999999994,-0.2165063509461097
pro,pro_admin_efctvns,0.5,-0.2499999999999999,-0.4330127018922194
pro,pro_admin_efctvns,0.75,-0.37499999999999983,-0.6495190528383291
pro,pro_admin_efctvns,1,-0.4999999999999998,-0.8660254037844388
pro,pro_transparency,0.25,-0.25,8.040613248383183e-17
pro,pro_transparency,0.5,-0.5,1.6081226496766366e-16
pro,pro_transparency,0.75,-0.75,2.412183974514955e-16
pro,pro_transparency,1,-1,3.216245299353273e-16
pro,pro_integrity,0.25,-0.12499999999999992,0.2165063509461097
pro,pro_integrity,0.5,-0.24999999999999983,0.4330127018922194
pro,pro_integrity,0.75,-0.3749999999999998,0.6495190528383291
pro,pro_integrity,1,-0.49999999999999967,0.8660254037844388
reg,reg_ria_use,0.25,0.0855050358314172,0.23492315519647708
reg,reg_ria_use,0.5,0.1710100716628344,0.46984631039295416
reg,reg_ria_use,0.75,0.2565151074942516,0.7047694655894312
reg,reg_ria_use,1,0.3420201433256688,0.9396926207859083
reg,reg_ria_primary,0.25,0.21650635094610965,0.125
reg,reg_ria_primary,0.5,0.4330127018922193,0.25
reg,reg_ria_primary,0.75,0.649519052838329,0.375
reg,reg_ria_primary,1,0.8660254037844386,0.5
reg,reg_ria_secondary,0.25,0.24620193825305203,-0.04341204441673252
reg,reg_ria_secondary,0.5,0.49240387650610407,-0.08682408883346504
reg,reg_ria_secondary,0.75,0.7386058147591561,-0.13023613325019756
reg,reg_ria_secondary,1,0.9848077530122081,-0.17364817766693008
reg,reg_eval_primary,0.25,0.16069690242163487,-0.19151111077974448
reg,reg_eval_primary,0.5,0.32139380484326974,-0.38302222155948895
reg,reg_eval_primary,0.75,0.4820907072649046,-0.5745333323392334
reg,reg_eval_primary,1,0.6427876096865395,-0.7660444431189779
reg,reg_eval_secondary,0.25,1.5308084989341915e-17,-0.25
reg,reg_eval_secondary,0.5,3.061616997868383e-17,-0.5
reg,reg_eval_secondary,0.75,4.592425496802574e-17,-0.75
reg,reg_eval_secondary,1,6.123233995736766e-17,-1
reg,reg_engmnt_primary,0.25,-0.16069690242163473,-0.1915111107797446
reg,reg_engmnt_primary,0.5,-0.32139380484326946,-0.3830222215594892
reg,reg_engmnt_primary,0.75,-0.4820907072649042,-0.5745333323392338
reg,reg_engmnt_primary,1,-0.6427876096865389,-0.7660444431189783
reg,reg_engmnt_secondary,0.25,-0.246201938253052,-0.04341204441673267
reg,reg_engmnt_secondary,0.5,-0.492403876506104,-0.08682408883346535
reg,reg_engmnt_secondary,0.75,-0.738605814759156,-0.130236133250198
reg,reg_engmnt_secondary,1,-0.984807753012208,-0.1736481776669307
reg,reg_ria_qual,0.25,-0.2165063509461097,0.12499999999999994
reg,reg_ria_qual,0.5,-0.4330127018922194,0.2499999999999999
reg,reg_ria_qual,0.75,-0.6495190528383291,0.37499999999999983
reg,reg_ria_qual,1,-0.8660254037844388,0.4999999999999998
reg,reg_ria_check,0.25,-0.08550503583141733,0.23492315519647705
reg,reg_ria_check,0.5,-0.17101007166283466,0.4698463103929541
reg,reg_ria_check,0.75,-0.256515107494252,0.7047694655894312
reg,reg_ria_check,1,-0.3420201433256693,0.9396926207859082
tax,tax_adminbudget,0.25,0.12499999999999999,0.21650635094610968
tax,tax_adminbudget,0.5,0.24999999999999997,0.43301270189221935
tax,tax_adminbudget,0.75,0.37499999999999994,0.649519052838329
tax,tax_adminbudget,1,0.49999999999999994,0.8660254037844387
tax,tax_debt_total,0.25,0.25,2.7755575615628914e-17
tax,tax_debt_total,0.5,0.5,5.551115123125783e-17
tax,tax_debt_total,0.75,0.75,8.326672684688674e-17
tax,tax_debt_total,1,1,1.1102230246251565e-16
tax,tax_timetopay,0.25,0.12499999999999999,-0.21650635094610968
tax,tax_timetopay,0.5,0.24999999999999997,-0.43301270189221935
tax,tax_timetopay,0.75,0.37499999999999994,-0.649519052838329
tax,tax_timetopay,1,0.49999999999999994,-0.8660254037844387
tax,tax_ptr_online,0.25,-0.12499999999999994,-0.2165063509461097
tax,tax_ptr_online,0.5,-0.2499999999999999,-0.4330127018922194
tax,tax_ptr_online,0.75,-0.37499999999999983,-0.6495190528383291
tax,tax_ptr_online,1,-0.4999999999999998,-0.8660254037844388
tax,tax_ctr_online,0.25,-0.25,8.040613248383183e-17
tax,tax_ctr_online,0.5,-0.5,1.6081226496766366e-16
tax,tax_ctr_online,0.75,-0.75,2.412183974514955e-16
tax,tax_ctr_online,1,-1,3.216245299353273e-16
tax,tax_vatr_online,0.25,-0.12499999999999992,0.2165063509461097
tax,tax_vatr_online,0.5,-0.24999999999999983,0.4330127018922194
tax,tax_vatr_online,0.75,-0.3749999999999998,0.6495190528383291
tax,tax_vatr_online,1,-0.49999999999999967,0.8660254037844388
